period,block_code,icd_code,year,month,cases,is_covid,is_complete
2025-01,J09-J18,J10,2025,1,2,False,1
2025-03,J09-J18,J10,2025,3,1,False,1
2025-09,J09-J18,J10,2025,9,8,False,1
2025-10,J09-J18,J10,2025,10,8,False,1
2025-11,J09-J18,J10,2025,11,5,False,1
2025-12,J09-J18,J10,2025,12,1,False,1
2026-01,J09-J18,J10,2026,1,1,False,1
2026-07,J09-J18,J10,2026,7,2,False,1
2026-08,J09-J18,J10,2026,8,3,False,1
2019-01,J09-J18,J11,2019,1,2,False,1
2019-02,J09-J18,J11,2019,2,1,False,1
2019-03,J09-J18,J11,2019,3,1,False,1
2019-04,J09-J18,J11,2019,4,2,False,1
2019-05,J09-J18,J11,2019,5,4,False,1
2019-06,J09-J18,J11,2019,6,2,False,1
2019-07,J09-J18,J11,2019,7,7,False,1
2019-08,J09-J18,J11,2019,8,5,False,1
2019-09,J09-J18,J11,2019,9,6,False,1
2019-10,J09-J18,J11,2019,10,5,False,1
2019-11,J09-J18,J11,2019,11,1,False,1
2019-12,J09-J18,J11,2019,12,1,False,1
2020-07,J09-J18,J11,2020,7,1,True,1
2020-09,J09-J18,J11,2020,9,2,True,1
2020-10,J09-J18,J11,2020,10,5,True,1
2020-12,J09-J18,J11,2020,12,1,True,1
2021-05,J09-J18,J11,2021,5,1,True,1
2022-05,J09-J18,J11,2022,5,1,False,1
2022-06,J09-J18,J11,2022,6,3,False,1
2022-07,J09-J18,J11,2022,7,9,False,1
2022-08,J09-J18,J11,2022,8,12,False,1
2022-09,J09-J18,J11,2022,9,9,False,1
2022-10,J09-J18,J11,2022,10,5,False,1
2022-11,J09-J18,J11,2022,11,5,False,1
2022-12,J09-J18,J11,2022,12,4,False,1
2023-01,J09-J18,J11,2023,1,3,False,1
2023-02,J09-J18,J11,2023,2,2,False,1
2023-03,J09-J18,J11,2023,3,6,False,1
2023-04,J09-J18,J11,2023,4,7,False,1
2023-06,J09-J18,J11,2023,6,11,False,1
2023-11,J09-J18,J11,2023,11,1,False,1
2024-05,J09-J18,J11,2024,5,1,False,1
2024-06,J09-J18,J11,2024,6,1,False,1
2025-03,J09-J18,J11,2025,3,2,False,1
2025-08,J09-J18,J11,2025,8,1,False,1
2025-10,J09-J18,J11,2025,10,5,False,1
2026-07,J09-J18,J11,2026,7,2,False,1
2026-08,J09-J18,J11,2026,8,1,False,1
2020-03,J09-J18,J12,2020,3,1,True,1
2020-06,J09-J18,J12,2020,6,1,True,1
2020-07,J09-J18,J12,2020,7,1,True,1
2021-08,J09-J18,J12,2021,8,2,True,1
2021-09,J09-J18,J12,2021,9,3,True,1
2021-10,J09-J18,J12,2021,10,3,True,1
2021-11,J09-J18,J12,2021,11,2,True,1
2021-12,J09-J18,J12,2021,12,3,True,1
2022-01,J09-J18,J12,2022,1,9,False,1
2022-03,J09-J18,J12,2022,3,15,False,1
2022-04,J09-J18,J12,2022,4,16,False,1
2022-05,J09-J18,J12,2022,5,4,False,1
2022-06,J09-J18,J12,2022,6,3,False,1
2022-08,J09-J18,J12,2022,8,4,False,1
2022-10,J09-J18,J12,2022,10,1,False,1
2022-11,J09-J18,J12,2022,11,1,False,1
2022-12,J09-J18,J12,2022,12,1,False,1
2023-02,J09-J18,J12,2023,2,1,False,1
2023-09,J09-J18,J12,2023,9,1,False,1
2024-03,J09-J18,J12,2024,3,1,False,1
2024-08,J09-J18,J12,2024,8,1,False,1
2025-04,J09-J18,J12,2025,4,1,False,1
2025-08,J09-J18,J12,2025,8,1,False,1
2025-10,J09-J18,J12,2025,10,1,False,1
2026-08,J09-J18,J12,2026,8,1,False,1
2021-11,J09-J18,J13,2021,11,2,True,1
2025-10,J09-J18,J13,2025,10,1,False,1
2026-08,J09-J18,J13,2026,8,1,False,1
2025-10,J09-J18,J14,2025,10,1,False,1
2019-01,J09-J18,J15,2019,1,3,False,1
2019-02,J09-J18,J15,2019,2,1,False,1
2019-04,J09-J18,J15,2019,4,1,False,1
2019-05,J09-J18,J15,2019,5,2,False,1
2019-06,J09-J18,J15,2019,6,1,False,1
2019-07,J09-J18,J15,2019,7,2,False,1
2019-08,J09-J18,J15,2019,8,1,False,1
2019-09,J09-J18,J15,2019,9,1,False,1
2019-10,J09-J18,J15,2019,10,1,False,1
2019-11,J09-J18,J15,2019,11,2,False,1
2019-12,J09-J18,J15,2019,12,2,False,1
2020-01,J09-J18,J15,2020,1,1,True,1
2020-03,J09-J18,J15,2020,3,1,True,1
2020-05,J09-J18,J15,2020,5,1,True,1
2020-06,J09-J18,J15,2020,6,1,True,1
2020-07,J09-J18,J15,2020,7,1,True,1
2020-08,J09-J18,J15,2020,8,2,True,1
2020-10,J09-J18,J15,2020,10,3,True,1
2020-11,J09-J18,J15,2020,11,1,True,1
2020-12,J09-J18,J15,2020,12,6,True,1
2021-01,J09-J18,J15,2021,1,3,True,1
2021-02,J09-J18,J15,2021,2,1,True,1
2021-03,J09-J18,J15,2021,3,1,True,1
2021-05,J09-J18,J15,2021,5,2,True,1
2021-06,J09-J18,J15,2021,6,2,True,1
2021-07,J09-J18,J15,2021,7,2,True,1
2021-09,J09-J18,J15,2021,9,1,True,1
2021-10,J09-J18,J15,2021,10,1,True,1
2021-11,J09-J18,J15,2021,11,1,True,1
2022-01,J09-J18,J15,2022,1,1,False,1
2022-02,J09-J18,J15,2022,2,1,False,1
2022-06,J09-J18,J15,2022,6,1,False,1
2022-07,J09-J18,J15,2022,7,2,False,1
2022-08,J09-J18,J15,2022,8,2,False,1
2022-09,J09-J18,J15,2022,9,1,False,1
2022-10,J09-J18,J15,2022,10,1,False,1
2022-11,J09-J18,J15,2022,11,1,False,1
2022-12,J09-J18,J15,2022,12,1,False,1
2023-01,J09-J18,J15,2023,1,1,False,1
2023-02,J09-J18,J15,2023,2,1,False,1
2023-05,J09-J18,J15,2023,5,2,False,1
2023-06,J09-J18,J15,2023,6,3,False,1
2023-08,J09-J18,J15,2023,8,2,False,1
2023-11,J09-J18,J15,2023,11,1,False,1
2023-12,J09-J18,J15,2023,12,4,False,1
2024-03,J09-J18,J15,2024,3,2,False,1
2024-05,J09-J18,J15,2024,5,1,False,1
2024-06,J09-J18,J15,2024,6,1,False,1
2024-09,J09-J18,J15,2024,9,3,False,1
2024-10,J09-J18,J15,2024,10,2,False,1
2025-01,J09-J18,J15,2025,1,4,False,1
2025-02,J09-J18,J15,2025,2,5,False,1
2025-03,J09-J18,J15,2025,3,6,False,1
2025-04,J09-J18,J15,2025,4,7,False,1
2025-05,J09-J18,J15,2025,5,9,False,1
2025-06,J09-J18,J15,2025,6,7,False,1
2025-07,J09-J18,J15,2025,7,12,False,1
2025-08,J09-J18,J15,2025,8,8,False,1
2025-09,J09-J18,J15,2025,9,14,False,1
2025-10,J09-J18,J15,2025,10,15,False,1
2025-11,J09-J18,J15,2025,11,4,False,1
2025-12,J09-J18,J15,2025,12,5,False,1
2026-01,J09-J18,J15,2026,1,10,False,1
2026-02,J09-J18,J15,2026,2,9,False,1
2026-03,J09-J18,J15,2026,3,4,False,1
2026-04,J09-J18,J15,2026,4,9,False,1
2026-05,J09-J18,J15,2026,5,11,False,1
2026-06,J09-J18,J15,2026,6,9,False,1
2026-07,J09-J18,J15,2026,7,29,False,1
2026-08,J09-J18,J15,2026,8,20,False,1
2026-09,J09-J18,J15,2026,9,8,False,0
2020-02,J09-J18,J16,2020,2,1,True,1
2020-03,J09-J18,J16,2020,3,1,True,1
2021-11,J09-J18,J16,2021,11,1,True,1
2022-06,J09-J18,J16,2022,6,1,False,1
2022-10,J09-J18,J16,2022,10,1,False,1
2023-05,J09-J18,J16,2023,5,1,False,1
2024-10,J09-J18,J16,2024,10,1,False,1
2025-04,J09-J18,J16,2025,4,1,False,1
2025-05,J09-J18,J16,2025,5,1,False,1
2025-08,J09-J18,J16,2025,8,1,False,1
2025-11,J09-J18,J16,2025,11,1,False,1
2026-05,J09-J18,J16,2026,5,1,False,1
2026-06,J09-J18,J16,2026,6,3,False,1
2026-07,J09-J18,J16,2026,7,1,False,1
2021-08,J09-J18,J17,2021,8,1,True,1
2022-02,J09-J18,J17,2022,2,1,False,1
2022-03,J09-J18,J17,2022,3,1,False,1
2022-04,J09-J18,J17,2022,4,1,False,1
2022-06,J09-J18,J17,2022,6,1,False,1
2022-10,J09-J18,J17,2022,10,1,False,1
2023-09,J09-J18,J17,2023,9,1,False,1
2023-12,J09-J18,J17,2023,12,1,False,1
2025-01,J09-J18,J17,2025,1,1,False,1
2025-04,J09-J18,J17,2025,4,1,False,1
2025-05,J09-J18,J17,2025,5,2,False,1
2025-06,J09-J18,J17,2025,6,1,False,1
2025-07,J09-J18,J17,2025,7,1,False,1
2025-08,J09-J18,J17,2025,8,2,False,1
2025-09,J09-J18,J17,2025,9,2,False,1
2025-10,J09-J18,J17,2025,10,1,False,1
2025-12,J09-J18,J17,2025,12,1,False,1
2026-02,J09-J18,J17,2026,2,1,False,1
2026-03,J09-J18,J17,2026,3,1,False,1
2026-04,J09-J18,J17,2026,4,1,False,1
2026-05,J09-J18,J17,2026,5,1,False,1
2026-07,J09-J18,J17,2026,7,1,False,1
2026-08,J09-J18,J17,2026,8,3,False,1
2019-01,J09-J18,J18,2019,1,9,False,1
2019-02,J09-J18,J18,2019,2,2,False,1
2019-03,J09-J18,J18,2019,3,3,False,1
2019-04,J09-J18,J18,2019,4,8,False,1
2019-05,J09-J18,J18,2019,5,13,False,1
2019-06,J09-J18,J18,2019,6,22,False,1
2019-07,J09-J18,J18,2019,7,17,False,1
2019-08,J09-J18,J18,2019,8,29,False,1
2019-09,J09-J18,J18,2019,9,34,False,1
2019-10,J09-J18,J18,2019,10,41,False,1
2019-11,J09-J18,J18,2019,11,28,False,1
2019-12,J09-J18,J18,2019,12,33,False,1
2020-01,J09-J18,J18,2020,1,36,True,1
2020-02,J09-J18,J18,2020,2,23,True,1
2020-03,J09-J18,J18,2020,3,26,True,1
2020-04,J09-J18,J18,2020,4,10,True,1
2020-05,J09-J18,J18,2020,5,13,True,1
2020-06,J09-J18,J18,2020,6,29,True,1
2020-07,J09-J18,J18,2020,7,25,True,1
2020-08,J09-J18,J18,2020,8,22,True,1
2020-09,J09-J18,J18,2020,9,26,True,1
2020-10,J09-J18,J18,2020,10,60,True,1
2020-11,J09-J18,J18,2020,11,32,True,1
2020-12,J09-J18,J18,2020,12,17,True,1
2021-01,J09-J18,J18,2021,1,21,True,1
2021-02,J09-J18,J18,2021,2,16,True,1
2021-03,J09-J18,J18,2021,3,19,True,1
2021-04,J09-J18,J18,2021,4,15,True,1
2021-05,J09-J18,J18,2021,5,15,True,1
2021-06,J09-J18,J18,2021,6,6,True,1
2021-07,J09-J18,J18,2021,7,22,True,1
2021-08,J09-J18,J18,2021,8,26,True,1
2021-09,J09-J18,J18,2021,9,22,True,1
2021-10,J09-J18,J18,2021,10,39,True,1
2021-11,J09-J18,J18,2021,11,52,True,1
2021-12,J09-J18,J18,2021,12,53,True,1
2022-01,J09-J18,J18,2022,1,70,False,1
2022-02,J09-J18,J18,2022,2,72,False,1
2022-03,J09-J18,J18,2022,3,123,False,1
2022-04,J09-J18,J18,2022,4,103,False,1
2022-05,J09-J18,J18,2022,5,79,False,1
2022-06,J09-J18,J18,2022,6,88,False,1
2022-07,J09-J18,J18,2022,7,88,False,1
2022-08,J09-J18,J18,2022,8,107,False,1
2022-09,J09-J18,J18,2022,9,106,False,1
2022-10,J09-J18,J18,2022,10,105,False,1
2022-11,J09-J18,J18,2022,11,77,False,1
2022-12,J09-J18,J18,2022,12,84,False,1
2023-01,J09-J18,J18,2023,1,33,False,1
2023-02,J09-J18,J18,2023,2,43,False,1
2023-03,J09-J18,J18,2023,3,44,False,1
2023-04,J09-J18,J18,2023,4,37,False,1
2023-05,J09-J18,J18,2023,5,42,False,1
2023-06,J09-J18,J18,2023,6,35,False,1
2023-07,J09-J18,J18,2023,7,60,False,1
2023-08,J09-J18,J18,2023,8,56,False,1
2023-09,J09-J18,J18,2023,9,38,False,1
2023-10,J09-J18,J18,2023,10,53,False,1
2023-11,J09-J18,J18,2023,11,70,False,1
2023-12,J09-J18,J18,2023,12,59,False,1
2024-01,J09-J18,J18,2024,1,55,False,1
2024-02,J09-J18,J18,2024,2,29,False,1
2024-03,J09-J18,J18,2024,3,56,False,1
2024-04,J09-J18,J18,2024,4,35,False,1
2024-05,J09-J18,J18,2024,5,40,False,1
2024-06,J09-J18,J18,2024,6,41,False,1
2024-07,J09-J18,J18,2024,7,77,False,1
2024-08,J09-J18,J18,2024,8,93,False,1
2024-09,J09-J18,J18,2024,9,103,False,1
2024-10,J09-J18,J18,2024,10,166,False,1
2024-11,J09-J18,J18,2024,11,177,False,1
2024-12,J09-J18,J18,2024,12,158,False,1
2025-01,J09-J18,J18,2025,1,153,False,1
2025-02,J09-J18,J18,2025,2,155,False,1
2025-03,J09-J18,J18,2025,3,161,False,1
2025-04,J09-J18,J18,2025,4,146,False,1
2025-05,J09-J18,J18,2025,5,157,False,1
2025-06,J09-J18,J18,2025,6,175,False,1
2025-07,J09-J18,J18,2025,7,193,False,1
2025-08,J09-J18,J18,2025,8,191,False,1
2025-09,J09-J18,J18,2025,9,183,False,1
2025-10,J09-J18,J18,2025,10,263,False,1
2025-11,J09-J18,J18,2025,11,220,False,1
2025-12,J09-J18,J18,2025,12,214,False,1
2026-01,J09-J18,J18,2026,1,162,False,1
2026-02,J09-J18,J18,2026,2,151,False,1
2026-03,J09-J18,J18,2026,3,169,False,1
2026-04,J09-J18,J18,2026,4,170,False,1
2026-05,J09-J18,J18,2026,5,160,False,1
2026-06,J09-J18,J18,2026,6,155,False,1
2026-07,J09-J18,J18,2026,7,179,False,1
2026-08,J09-J18,J18,2026,8,163,False,1
2026-09,J09-J18,J18,2026,9,46,False,0
2019-01,J20-J22,J20,2019,1,1,False,1
2019-03,J20-J22,J20,2019,3,5,False,1
2019-04,J20-J22,J20,2019,4,5,False,1
2019-05,J20-J22,J20,2019,5,21,False,1
2019-06,J20-J22,J20,2019,6,43,False,1
2019-07,J20-J22,J20,2019,7,38,False,1
2019-08,J20-J22,J20,2019,8,25,False,1
2019-09,J20-J22,J20,2019,9,56,False,1
2019-10,J20-J22,J20,2019,10,56,False,1
2019-11,J20-J22,J20,2019,11,43,False,1
2019-12,J20-J22,J20,2019,12,44,False,1
2020-01,J20-J22,J20,2020,1,62,True,1
2020-02,J20-J22,J20,2020,2,51,True,1
2020-03,J20-J22,J20,2020,3,37,True,1
2020-04,J20-J22,J20,2020,4,5,True,1
2020-05,J20-J22,J20,2020,5,11,True,1
2020-06,J20-J22,J20,2020,6,21,True,1
2020-07,J20-J22,J20,2020,7,23,True,1
2020-08,J20-J22,J20,2020,8,12,True,1
2020-09,J20-J22,J20,2020,9,18,True,1
2020-10,J20-J22,J20,2020,10,33,True,1
2020-11,J20-J22,J20,2020,11,37,True,1
2020-12,J20-J22,J20,2020,12,34,True,1
2021-01,J20-J22,J20,2021,1,35,True,1
2021-02,J20-J22,J20,2021,2,25,True,1
2021-03,J20-J22,J20,2021,3,27,True,1
2021-04,J20-J22,J20,2021,4,31,True,1
2021-05,J20-J22,J20,2021,5,12,True,1
2021-06,J20-J22,J20,2021,6,12,True,1
2021-07,J20-J22,J20,2021,7,5,True,1
2021-08,J20-J22,J20,2021,8,16,True,1
2021-09,J20-J22,J20,2021,9,8,True,1
2021-10,J20-J22,J20,2021,10,13,True,1
2021-11,J20-J22,J20,2021,11,16,True,1
2021-12,J20-J22,J20,2021,12,23,True,1
2022-01,J20-J22,J20,2022,1,29,False,1
2022-02,J20-J22,J20,2022,2,26,False,1
2022-03,J20-J22,J20,2022,3,39,False,1
2022-04,J20-J22,J20,2022,4,41,False,1
2022-05,J20-J22,J20,2022,5,44,False,1
2022-06,J20-J22,J20,2022,6,42,False,1
2022-07,J20-J22,J20,2022,7,47,False,1
2022-08,J20-J22,J20,2022,8,77,False,1
2022-09,J20-J22,J20,2022,9,80,False,1
2022-10,J20-J22,J20,2022,10,101,False,1
2022-11,J20-J22,J20,2022,11,92,False,1
2022-12,J20-J22,J20,2022,12,77,False,1
2023-01,J20-J22,J20,2023,1,71,False,1
2023-02,J20-J22,J20,2023,2,93,False,1
2023-03,J20-J22,J20,2023,3,93,False,1
2023-04,J20-J22,J20,2023,4,72,False,1
2023-05,J20-J22,J20,2023,5,57,False,1
2023-06,J20-J22,J20,2023,6,63,False,1
2023-07,J20-J22,J20,2023,7,69,False,1
2023-08,J20-J22,J20,2023,8,65,False,1
2023-09,J20-J22,J20,2023,9,91,False,1
2023-10,J20-J22,J20,2023,10,107,False,1
2023-11,J20-J22,J20,2023,11,115,False,1
2023-12,J20-J22,J20,2023,12,104,False,1
2024-01,J20-J22,J20,2024,1,140,False,1
2024-02,J20-J22,J20,2024,2,96,False,1
2024-03,J20-J22,J20,2024,3,89,False,1
2024-04,J20-J22,J20,2024,4,73,False,1
2024-05,J20-J22,J20,2024,5,91,False,1
2024-06,J20-J22,J20,2024,6,62,False,1
2024-07,J20-J22,J20,2024,7,95,False,1
2024-08,J20-J22,J20,2024,8,99,False,1
2024-09,J20-J22,J20,2024,9,58,False,1
2024-10,J20-J22,J20,2024,10,76,False,1
2024-11,J20-J22,J20,2024,11,36,False,1
2024-12,J20-J22,J20,2024,12,21,False,1
2025-01,J20-J22,J20,2025,1,32,False,1
2025-02,J20-J22,J20,2025,2,37,False,1
2025-03,J20-J22,J20,2025,3,25,False,1
2025-04,J20-J22,J20,2025,4,32,False,1
2025-05,J20-J22,J20,2025,5,34,False,1
2025-06,J20-J22,J20,2025,6,39,False,1
2025-07,J20-J22,J20,2025,7,20,False,1
2025-08,J20-J22,J20,2025,8,57,False,1
2025-09,J20-J22,J20,2025,9,77,False,1
2025-10,J20-J22,J20,2025,10,109,False,1
2025-11,J20-J22,J20,2025,11,65,False,1
2025-12,J20-J22,J20,2025,12,38,False,1
2026-01,J20-J22,J20,2026,1,30,False,1
2026-02,J20-J22,J20,2026,2,31,False,1
2026-03,J20-J22,J20,2026,3,47,False,1
2026-04,J20-J22,J20,2026,4,41,False,1
2026-05,J20-J22,J20,2026,5,34,False,1
2026-06,J20-J22,J20,2026,6,29,False,1
2026-07,J20-J22,J20,2026,7,41,False,1
2026-08,J20-J22,J20,2026,8,24,False,1
2026-09,J20-J22,J20,2026,9,13,False,0
2020-03,J20-J22,J21,2020,3,1,True,1
2025-11,J20-J22,J21,2025,11,1,False,1
2025-12,J20-J22,J21,2025,12,1,False,1
2026-03,J20-J22,J21,2026,3,1,False,1
2026-07,J20-J22,J21,2026,7,1,False,1
2021-04,J20-J22,J22,2021,4,1,True,1
2025-09,J20-J22,J22,2025,9,2,False,1
